model,display_name,sequence_idx,subtask_idx,subtask,language,num_actions,num_chunks,success,steps,mean_action_delta_l2_first6,q90_action_delta_l2_first6,mean_chunk_boundary_jump_l2_first6,q90_chunk_boundary_jump_l2_first6,mean_action_norm_l2_first6,mean_abs_gripper
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,942,3,turn_on_led,press the button to turn on the led light,110,5,True,110,0.07472644256718389,0.11229407787323004,0.621662437915802,0.7139324188232422,0.40894436328248546,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,942,4,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.05536828029895601,0.08668959587812423,0.4705756923982075,0.6322579503059388,0.3051658713362283,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,943,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.06312558906344816,0.09050572067499159,0.4391112540449415,0.6927438139915467,0.43464765610794226,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,944,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.039364258235989755,0.05757803246378898,0.3230591267347336,0.4360342234373093,0.26769324702521163,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,945,1,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.0414046757571752,0.06406585723161697,0.3434385710528919,0.5959636449813843,0.21697259774017666,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,946,1,move_slider_right,push the sliding door to the right side,48,2,True,48,0.062144343998837975,0.10985085815191266,0.2987639605998993,0.2987639605998993,0.5305400040621558,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,946,2,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.06138863581463611,0.13044429421424864,0.35860108211636543,0.4953708440065384,0.2782387282802827,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,947,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.06397256447121626,0.10790207982063289,0.3851034055863108,0.6348632216453552,0.33399649306924806,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,948,1,open_drawer,pull the handle to open the drawer,47,2,True,47,0.043836783374781196,0.06522494181990623,0.13236704468727112,0.13236704468727112,0.4552047721883084,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,948,2,move_slider_left,push the sliding door to the left side,80,4,True,80,0.07232245119123519,0.1136484980583191,0.40084467579921085,0.5637214541435241,0.5828230598941445,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,948,3,lift_red_block_table,grasp and lift the red block,135,6,True,135,0.06080854550671222,0.0917004831135273,0.4899205267429352,0.7063785314559936,0.3197128689951367,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,948,4,place_in_drawer,store the grasped block in the drawer,32,2,True,32,0.06064804457128048,0.08326146006584167,0.19951970875263214,0.19951970875263214,0.48055474017746747,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,948,5,lift_red_block_drawer,Take the red block from the drawer,11,1,True,11,0.14462555199861526,0.21153864413499832,nan,nan,0.5175495676018975,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,949,1,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.07852414403821557,0.1429751604795456,0.42257045422281536,0.7375954687595369,0.49763637580391434,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,950,1,rotate_pink_block_left,take the pink block and rotate it to the left,72,3,True,72,0.06354442562147135,0.10312989354133606,0.5130035430192947,0.681044664978981,0.5526946439511247,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,950,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.0679159978123169,0.09442465156316755,0.5756836916719165,0.8728271305561066,0.36189593664473957,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,951,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,119,5,True,119,0.06075708214509285,0.07481769174337387,0.47993164137005806,0.9735572874546052,0.45007534544257555,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,951,2,place_in_slider,store the grasped block in the sliding cabinet,13,1,True,13,0.05322205632304152,0.14321898445487025,nan,nan,0.2459398301748129,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,951,3,open_drawer,pull the handle to open the drawer,67,3,True,67,0.05496379525654695,0.09046806022524834,0.31789808720350266,0.4658430203795433,0.49766273462950295,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,951,4,push_pink_block_right,go push the pink block right,67,3,True,67,0.04884975572173117,0.09120006114244461,0.19898945093154907,0.24379976987838745,0.432513653564809,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,951,5,move_slider_right,push the sliding door to the right side,70,3,True,70,0.06421631458552851,0.1097296103835106,0.2787492275238037,0.46029510498046877,0.45218862561242923,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,952,1,turn_on_lightbulb,use the switch to turn on the light bulb,190,8,True,190,0.0659966995032928,0.09672342091798783,0.5312653120074954,0.6938008427619934,0.4258782590690412,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,952,2,move_slider_right,push the sliding door to the right side,61,3,True,61,0.08867361359298229,0.1428305149078369,0.40248722583055496,0.5438134089112282,0.681262957268074,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,952,3,push_pink_block_left,go push the pink block left,360,15,False,360,0.05990287729196541,0.09280294328927993,0.3843368408935411,0.5721406400203705,0.3021309743531876,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,953,1,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.06432668643700047,0.11468331217765806,0.4727973033274923,0.7661172449588776,0.3613607388610641,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,954,1,move_slider_right,push the sliding door to the right side,50,2,True,50,0.06279213954599536,0.09868122190237046,0.2626962959766388,0.2626962959766388,0.6450129646062851,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,954,2,push_pink_block_left,go push the pink block left,360,15,False,360,0.06017675569208344,0.09692078679800033,0.449059648173196,0.7324146389961242,0.31982285961922674,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,955,1,lift_pink_block_table,grasp and lift the pink block,61,3,True,61,0.04888398929809531,0.07985420301556588,0.24240372702479362,0.3713694058358669,0.3496619770761396,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,955,2,place_in_slider,store the grasped block in the sliding cabinet,360,15,False,360,0.08286907814422358,0.12482931911945341,0.7181688813226563,0.8886004328727722,0.3995783294964996,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,956,1,turn_on_led,press the button to turn on the led light,99,4,True,99,0.0718366246651478,0.13123167902231214,0.6517348090807596,0.7963230609893799,0.3448790224513622,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,956,2,move_slider_right,push the sliding door to the right side,360,15,False,360,0.0640087894664709,0.11714555323123932,0.3299104534089565,0.5497797548770905,0.4896359860483143,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,957,1,open_drawer,pull the handle to open the drawer,121,5,True,121,0.06153627131134272,0.08308987468481069,0.48736366629600525,0.674294364452362,0.47641016813841736,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,957,2,push_red_block_left,go push the red block left,226,10,True,226,0.05633785828741061,0.08129957616329192,0.3905380616585414,0.6373334288597107,0.32811208857239876,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,957,3,move_slider_right,push the sliding door to the right side,64,3,True,64,0.05359856486468324,0.07988219261169434,0.2777695581316948,0.35123259872198104,0.39131927874404937,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,957,4,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.07971408342797319,0.12283230870962143,0.6175442742449897,0.7212334632873535,0.3678397325177987,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,958,1,open_drawer,pull the handle to open the drawer,45,2,True,45,0.05471654041585597,0.09307549074292183,0.0929400622844696,0.0929400622844696,0.5214388430118561,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,958,2,turn_off_led,press the button to turn off the led light,68,3,True,68,0.07414177849666397,0.09969555139541625,0.5469493605196476,0.8977906174957753,0.614354739732602,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,958,3,push_into_drawer,slide the block that it falls into the drawer,60,3,True,60,0.05691482312977314,0.09066485464572907,0.14937882125377655,0.20942943990230561,0.40175891915957135,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,958,4,move_slider_left,push the sliding door to the left side,61,3,True,61,0.04927959912456572,0.09115844741463663,0.26917679607868195,0.35055977404117583,0.44250853872690044,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,958,5,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.04245519407046829,0.07694385200738905,0.27746272060487953,0.4896728485822678,0.2730694311670959,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,959,1,lift_pink_block_slider,lift the pink block from the sliding cabinet,146,6,True,146,0.059268862882564805,0.11510744839906692,0.2821413606405258,0.4647092700004578,0.3895123573402836,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,959,2,place_in_drawer,store the grasped block in the drawer,42,2,True,42,0.056129280296040744,0.06933246552944183,0.17130494117736816,0.17130494117736816,0.6396407626924061,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,959,3,close_drawer,push the handle to close the drawer,58,3,True,58,0.05612354364507554,0.08596203774213791,0.290404848754406,0.39328313916921614,0.4339008631891218,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,959,4,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.06328479159613008,0.12627289295196528,0.3278963395527431,0.5374043434858324,0.5167706746608018,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,960,1,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.0600714369516166,0.09879194498062133,0.4165067768522671,0.6694853246212008,0.31595864062094026,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,961,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.07956371542771962,0.10440380275249479,0.7508057909352439,1.0094477951526641,0.4354987143021491,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,962,1,close_drawer,push the handle to close the drawer,51,3,True,51,0.040603567752987145,0.06814262717962268,0.15250902250409126,0.1752868749201298,0.5452136870692758,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,962,2,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.0738787444744228,0.12817340791225432,0.49466260788696154,0.8180907309055331,0.46026053056120875,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,963,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.09812411958803124,0.21215723156929014,0.6144322795527322,0.8432258129119875,0.3559086615219712,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,964,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.055279613758533325,0.08685822933912277,0.3983027589108263,0.5877260863780975,0.2859208354105552,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,965,1,rotate_red_block_right,take the red block and rotate it to the right,207,9,True,207,0.07989008174033708,0.14013642072677612,0.4512464441359043,0.7132076621055603,0.5876247952309783,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,965,2,close_drawer,push the handle to close the drawer,64,3,True,64,0.06464815059942859,0.10564634799957277,0.30125797539949417,0.36771712452173233,0.6461895653046668,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,965,3,move_slider_left,push the sliding door to the left side,360,15,False,360,0.06272443175876206,0.09971720725297926,0.4181051648088864,0.6783317744731904,0.40328764006909396,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,966,1,move_slider_right,push the sliding door to the right side,47,2,True,47,0.060445488835482494,0.12112574279308319,0.2589316666126251,0.2589316666126251,0.5782759842720437,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,966,2,lift_red_block_table,grasp and lift the red block,182,8,True,182,0.05150456231818097,0.07301074266433716,0.4240903492484774,0.6321306705474854,0.3189912687291156,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,966,3,place_in_slider,store the grasped block in the sliding cabinet,360,15,False,360,0.06479278580910815,0.09612224102020263,0.4959979807691915,0.7526644468307496,0.36840959415874547,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,967,1,push_into_drawer,slide the block that it falls into the drawer,196,8,True,196,0.06328555513173342,0.10695755183696747,0.3355029544660023,0.4376905143260956,0.3900285942898113,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,967,2,close_drawer,push the handle to close the drawer,120,5,True,120,0.04240579487943724,0.0752012610435486,0.31487153097987175,0.44955977797508245,0.3504003380735715,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,967,3,lift_blue_block_slider,lift the blue block from the sliding cabinet,66,3,True,66,0.054544014383393985,0.07813825160264969,0.2010146826505661,0.3010584443807602,0.5060402114282955,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,967,4,place_in_slider,store the grasped block in the sliding cabinet,15,1,True,15,0.03644983736532075,0.0751276426017285,nan,nan,0.21058117498954138,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,967,5,move_slider_right,push the sliding door to the right side,142,6,True,142,0.057155271364600524,0.08186037838459015,0.3981817662715912,0.6794554829597473,0.4035949923203025,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,968,1,move_slider_left,push the sliding door to the left side,212,9,True,212,0.05680798524902401,0.08547491580247879,0.3516418831422925,0.5338517963886261,0.37270946319232573,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,968,2,close_drawer,push the handle to close the drawer,65,3,True,65,0.04822700771183008,0.08681338131427765,0.2526661902666092,0.25492571890354154,0.5752104392418494,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,968,3,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.048818646697976045,0.06924806535243988,0.3835551547152655,0.566815048456192,0.32584848783703313,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,969,1,rotate_blue_block_left,take the blue block and rotate it to the left,360,15,False,360,0.07528695292397296,0.13319111764431,0.5873973742127419,1.1969775438308716,0.4125086716376245,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,970,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.05219014521823122,0.07337629050016403,0.4052093103528023,0.5693759799003602,0.33244403770400416,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,971,1,lift_red_block_table,grasp and lift the red block,109,5,True,109,0.06523709677815161,0.10110786557197571,0.3417061045765877,0.5048741281032563,0.4181706329141188,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,971,2,place_in_slider,store the grasped block in the sliding cabinet,56,3,True,56,0.05845948938619007,0.08358956575393678,0.3696692883968353,0.4457634150981903,0.4169818977160113,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,971,3,move_slider_left,push the sliding door to the left side,360,15,False,360,0.0641370902154439,0.0945081293582916,0.4127218558319977,0.688821315765381,0.39224065200736125,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,972,1,turn_off_led,press the button to turn off the led light,33,2,True,33,0.04828835773514584,0.07156939283013344,0.1245623454451561,0.1245623454451561,0.5088774105816176,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,972,2,push_red_block_left,go push the red block left,360,15,False,360,0.043032135069889114,0.06453597396612167,0.322718941207443,0.48298004269599915,0.3010905874272188,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,973,1,open_drawer,pull the handle to open the drawer,43,2,True,43,0.054686179517635276,0.08496140986680983,0.11557503789663315,0.11557503789663315,0.5095791393934295,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,973,2,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.06283465985722404,0.08804089576005933,0.4607891653265272,0.5643061995506287,0.3426053642191821,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,974,1,push_blue_block_right,go push the blue block right,360,15,False,360,0.0452181042041007,0.07594710737466812,0.30469838849135805,0.506128951907158,0.2705405911948118,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,975,1,push_red_block_right,go push the red block right,360,15,False,360,0.07199111903893105,0.11565446108579634,0.5473602797303881,0.8956717252731324,0.37602889366034004,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,976,1,move_slider_right,push the sliding door to the right side,187,8,True,187,0.06586965503451485,0.0920647494494915,0.5080239070313317,0.9041739821434022,0.34494986241673403,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,976,2,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.04080271988900892,0.06729508191347122,0.3393485162939344,0.5617968022823334,0.3240433123583595,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,977,1,move_slider_right,push the sliding door to the right side,50,2,True,50,0.051751409334187606,0.08488660156726839,0.16035965085029602,0.16035965085029602,0.5576381307840347,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,977,2,turn_on_led,press the button to turn on the led light,50,2,True,50,0.053333190060695826,0.0784554585814476,0.40341779589653015,0.40341779589653015,0.436969752907753,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,977,3,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.08234046887305453,0.11608724743127823,0.6414538111005511,0.7418917119503021,0.44524634923372003,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,978,1,push_red_block_right,go push the red block right,360,15,False,360,0.0678932340264393,0.11011620908975601,0.5136625569845948,0.9784919619560242,0.328604149301019,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,979,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.05872079539748329,0.08347981721162795,0.5056125372648239,0.7270148038864137,0.41758858739501903,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,980,1,rotate_red_block_left,take the red block and rotate it to the left,207,9,True,207,0.0770326375857321,0.15570078045129776,0.3561883196234703,0.5743336647748947,0.7022038411331062,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,980,2,close_drawer,push the handle to close the drawer,79,4,True,79,0.06035839125084189,0.10225183218717575,0.27939919133981067,0.328949773311615,0.6349869577945033,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,980,3,turn_on_led,press the button to turn on the led light,360,15,False,360,0.07718181654338759,0.13956130743026732,0.5393252915569714,0.7845647513866425,0.3538401909482976,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,981,1,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.05111794250635923,0.09421066343784332,0.34345923577036175,0.524390208721161,0.2548611994832754,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,982,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.07378669654364207,0.11489036083221435,0.5011037407176835,0.7308581292629243,0.4064030937746995,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,983,1,push_pink_block_left,go push the pink block left,360,15,False,360,0.05003768299942354,0.0758628964424133,0.2905578687787056,0.4380078017711641,0.3442820160960158,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,984,1,push_red_block_left,go push the red block left,56,3,True,56,0.0533151783218438,0.08307739198207856,0.27851976454257965,0.2841125041246414,0.4402974835996117,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,984,2,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.05927184489387033,0.07819673717021941,0.49817139548914774,0.7293177068233491,0.4041788095401393,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,985,1,close_drawer,push the handle to close the drawer,45,2,True,45,0.044365927915681495,0.06378469355404377,0.30757004022598267,0.30757004022598267,0.5661734706825681,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,985,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.07170083378973445,0.11402163952589034,0.5901343492524964,0.8757372558116915,0.34915210345966946,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,986,1,rotate_pink_block_left,take the pink block and rotate it to the left,70,3,True,70,0.05522682702681725,0.10879492461681368,0.1329537369310856,0.15410389378666878,0.6341753150735583,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,986,2,open_drawer,pull the handle to open the drawer,76,4,True,76,0.06998381482437253,0.13007907271385194,0.29381774365901947,0.4781250596046448,0.6362779393400017,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,986,3,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.05971364449115579,0.09764848947525023,0.4436143530266626,0.6901298224925996,0.29872530960581367,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,987,1,move_slider_left,push the sliding door to the left side,204,9,True,204,0.05836483963944128,0.08915070146322251,0.33087220694869757,0.5493202805519104,0.40079479021768943,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,987,2,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.05774574409547706,0.07270047068595886,0.4894444942474365,0.6474500954151153,0.3521646657130785,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,988,1,rotate_pink_block_right,take the pink block and rotate it to the right,75,3,True,75,0.07932034103401206,0.14466972500085834,0.20047743618488312,0.26771017611026765,0.7326521037022272,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,988,2,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.06429016498283258,0.09141906946897503,0.5370117489780698,1.0156201720237736,0.4214176612181796,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,989,1,turn_off_led,press the button to turn off the led light,39,2,True,39,0.05487638819766672,0.07491156458854675,0.5256903767585754,0.5256903767585754,0.38356917676253194,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,989,2,move_slider_right,push the sliding door to the right side,61,3,True,61,0.057378608360886575,0.08341586589813232,0.39145826548337936,0.5881895527243615,0.41865504887260374,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,989,3,push_blue_block_left,go push the blue block left,360,15,False,360,0.05394772435395789,0.07997671961784361,0.3249307019369943,0.48365895450115215,0.3148337416557802,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,990,1,push_pink_block_left,go push the pink block left,100,4,True,100,0.04284377282278405,0.06273652613162994,0.2901166304945946,0.4327599823474884,0.40156083792448044,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,990,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.06414010681595891,0.09324253201484681,0.4171352780291012,0.6246552765369416,0.3944980783077578,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,991,1,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.06379960374102453,0.09749588519334793,0.4852877365691321,0.6937486588954926,0.30037650518740217,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,992,1,push_blue_block_right,go push the blue block right,360,15,False,360,0.0456257048912585,0.07562728524208068,0.2656937374600342,0.3878243744373322,0.3239491330459714,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,993,1,push_red_block_right,go push the red block right,360,15,False,360,0.05387976376500635,0.1015308901667595,0.32917336374521255,0.5393077671527863,0.33583975693004,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,994,1,push_red_block_left,go push the red block left,360,15,False,360,0.051796602222726036,0.0800808921456337,0.38007184118032455,0.6956513524055481,0.27810953308103814,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,995,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.06426302363258114,0.10367689877748489,0.41753513898168293,0.6300469636917114,0.3846322953701019,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,996,1,push_red_block_right,go push the red block right,360,15,False,360,0.05353807585578526,0.09120579063892358,0.3132127252008234,0.5319863408803941,0.327023310917947,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,997,1,push_pink_block_right,go push the pink block right,61,3,True,61,0.03514182132203132,0.06641519963741303,0.13590268045663834,0.17424369603395462,0.37615533392937456,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,997,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.05740344569522857,0.11448715329170225,0.2810638036046709,0.3657300561666489,0.26010499633848666,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,998,1,move_slider_left,push the sliding door to the left side,49,2,True,49,0.05830952445588385,0.08299657627940181,0.37960538268089294,0.37960538268089294,0.5174884507242514,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,998,2,lift_blue_block_table,grasp and lift the blue block,231,10,True,231,0.06265946492836204,0.09849546849727626,0.48072941766844857,0.5911477327346802,0.3246214053879827,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,998,3,place_in_drawer,store the grasped block in the drawer,28,2,True,28,0.06091940402984619,0.10337671935558335,0.16967929899692535,0.16967929899692535,0.5155256603445325,1.0
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,998,4,close_drawer,push the handle to close the drawer,58,3,True,58,0.051218023262264434,0.08232603520154952,0.19311681389808655,0.1942102015018463,0.421012541857259,1.0
